tipo,marca,modelo,anio,precio,caracteristica
AUTOMOVIL,Kia,Cerato,2009,39657,5
CAMIONETA,Chevrolet,Silverado,2020,55259,854
AUTOMOVIL,Nissan,Versa,2010,40246,4
AUTOMOVIL,Chevrolet,Cruze,2021,43848,5
CAMIONETA,Toyota,Tacoma,2011,52835,995
AUTOMOVIL,Honda,Civic,2022,44437,4
AUTOMOVIL,Kia,Cerato,2012,41424,5
CAMIONETA,Chevrolet,Silverado,2023,57026,1136
AUTOMOVIL,Nissan,Versa,2013,42013,4
AUTOMOVIL,Chevrolet,Cruze,2024,45615,5
CAMIONETA,Toyota,Tacoma,2014,54602,1277
AUTOMOVIL,Honda,Civic,2025,46204,4
AUTOMOVIL,Kia,Cerato,2015,43191,5
CAMIONETA,Chevrolet,Silverado,2005,52178,1418
AUTOMOVIL,Nissan,Versa,2016,43780,4
AUTOMOVIL,Chevrolet,Cruze,2006,40767,5
CAMIONETA,Toyota,Tacoma,2017,56369,1559
AUTOMOVIL,Honda,Civic,2007,41356,4
AUTOMOVIL,Kia,Cerato,2018,44958,5
CAMIONETA,Chevrolet,Silverado,2008,53945,1700
AUTOMOVIL,Nissan,Versa,2019,45547,4
AUTOMOVIL,Chevrolet,Cruze,2009,42534,5
CAMIONETA,Toyota,Tacoma,2020,58136,691
AUTOMOVIL,Honda,Civic,2010,43123,4
AUTOMOVIL,Kia,Cerato,2021,46725,5
CAMIONETA,Chevrolet,Silverado,2011,55712,832
AUTOMOVIL,Nissan,Versa,2022,47314,4
AUTOMOVIL,Chevrolet,Cruze,2012,44301,5
CAMIONETA,Toyota,Tacoma,2023,59903,973
AUTOMOVIL,Honda,Civic,2013,44890,4
AUTOMOVIL,Kia,Cerato,2024,48492,5
CAMIONETA,Chevrolet,Silverado,2014,57479,1114
AUTOMOVIL,Nissan,Versa,2025,49081,4
AUTOMOVIL,Chevrolet,Cruze,2015,46068,5
CAMIONETA,Toyota,Tacoma,2005,55055,1255
AUTOMOVIL,Honda,Civic,2016,46657,4
AUTOMOVIL,Kia,Cerato,2006,43644,5
CAMIONETA,Chevrolet,Silverado,2017,59246,1396
AUTOMOVIL,Nissan,Versa,2007,44233,4
AUTOMOVIL,Chevrolet,Cruze,2018,47835,5
CAMIONETA,Toyota,Tacoma,2008,56822,1537
AUTOMOVIL,Honda,Civic,2019,48424,4
AUTOMOVIL,Kia,Cerato,2009,45411,5
CAMIONETA,Chevrolet,Silverado,2020,61013,1678
AUTOMOVIL,Nissan,Versa,2010,46000,4
AUTOMOVIL,Chevrolet,Cruze,2021,49602,5
CAMIONETA,Toyota,Tacoma,2011,58589,669
AUTOMOVIL,Honda,Civic,2022,50191,4
AUTOMOVIL,Kia,Cerato,2012,47178,5
CAMIONETA,Chevrolet,Silverado,2023,62780,810
AUTOMOVIL,Nissan,Versa,2013,47767,4
AUTOMOVIL,Chevrolet,Cruze,2024,51369,5
CAMIONETA,Toyota,Tacoma,2014,60356,951
AUTOMOVIL,Honda,Civic,2025,51958,4
AUTOMOVIL,Kia,Cerato,2015,48945,5
CAMIONETA,Chevrolet,Silverado,2005,57932,1092
AUTOMOVIL,Nissan,Versa,2016,49534,4
AUTOMOVIL,Chevrolet,Cruze,2006,46521,5
CAMIONETA,Toyota,Tacoma,2017,62123,1233
AUTOMOVIL,Honda,Civic,2007,47110,4
AUTOMOVIL,Kia,Cerato,2018,50712,5
CAMIONETA,Chevrolet,Silverado,2008,59699,1374
AUTOMOVIL,Nissan,Versa,2019,51301,4
AUTOMOVIL,Chevrolet,Cruze,2009,48288,5
CAMIONETA,Toyota,Tacoma,2020,63890,1515
AUTOMOVIL,Honda,Civic,2010,48877,4
AUTOMOVIL,Kia,Cerato,2021,52479,5
CAMIONETA,Chevrolet,Silverado,2011,61466,1656
AUTOMOVIL,Nissan,Versa,2022,53068,4
AUTOMOVIL,Chevrolet,Cruze,2012,50055,5
CAMIONETA,Toyota,Tacoma,2023,65657,1797
AUTOMOVIL,Honda,Civic,2013,50644,4
AUTOMOVIL,Kia,Cerato,2024,54246,5
CAMIONETA,Chevrolet,Silverado,2014,63233,788
AUTOMOVIL,Nissan,Versa,2025,54835,4
AUTOMOVIL,Chevrolet,Cruze,2015,51822,5
CAMIONETA,Toyota,Tacoma,2005,60809,929
AUTOMOVIL,Honda,Civic,2016,52411,4
AUTOMOVIL,Kia,Cerato,2006,49398,5
CAMIONETA,Chevrolet,Silverado,2017,65000,1070
AUTOMOVIL,Nissan,Versa,2007,49987,4
AUTOMOVIL,Chevrolet,Cruze,2018,53589,5
CAMIONETA,Toyota,Tacoma,2008,62576,1211
AUTOMOVIL,Honda,Civic,2019,54178,4
AUTOMOVIL,Kia,Cerato,2009,51165,5
CAMIONETA,Chevrolet,Silverado,2020,66767,1352
AUTOMOVIL,Nissan,Versa,2010,51754,4
AUTOMOVIL,Chevrolet,Cruze,2021,55356,5
CAMIONETA,Toyota,Tacoma,2011,64343,1493
AUTOMOVIL,Honda,Civic,2022,55945,4
AUTOMOVIL,Kia,Cerato,2012,52932,5
CAMIONETA,Chevrolet,Silverado,2023,68534,1634
AUTOMOVIL,Nissan,Versa,2013,53521,4
AUTOMOVIL,Chevrolet,Cruze,2024,57123,5
CAMIONETA,Toyota,Tacoma,2014,66110,1775
AUTOMOVIL,Honda,Civic,2025,57712,4
AUTOMOVIL,Kia,Cerato,2015,54699,5
CAMIONETA,Chevrolet,Silverado,2005,63686,766
AUTOMOVIL,Nissan,Versa,2016,55288,4
AUTOMOVIL,Chevrolet,Cruze,2006,52275,5
CAMIONETA,Toyota,Tacoma,2017,67877,907
AUTOMOVIL,Honda,Civic,2007,52864,4
AUTOMOVIL,Kia,Cerato,2018,56466,5
CAMIONETA,Chevrolet,Silverado,2008,65453,1048
AUTOMOVIL,Nissan,Versa,2019,57055,4
AUTOMOVIL,Chevrolet,Cruze,2009,54042,5
CAMIONETA,Toyota,Tacoma,2020,69644,1189
AUTOMOVIL,Honda,Civic,2010,54631,4
AUTOMOVIL,Kia,Cerato,2021,58233,5
CAMIONETA,Chevrolet,Silverado,2011,67220,1330
AUTOMOVIL,Nissan,Versa,2022,58822,4
AUTOMOVIL,Chevrolet,Cruze,2012,55809,5
CAMIONETA,Toyota,Tacoma,2023,71411,1471
AUTOMOVIL,Honda,Civic,2013,56398,4
AUTOMOVIL,Kia,Cerato,2024,60000,5
CAMIONETA,Chevrolet,Silverado,2014,68987,1612
AUTOMOVIL,Nissan,Versa,2025,60589,4
AUTOMOVIL,Chevrolet,Cruze,2015,57576,5
CAMIONETA,Toyota,Tacoma,2005,24563,1753
AUTOMOVIL,Honda,Civic,2016,16165,4
AUTOMOVIL,Kia,Cerato,2006,13152,5
CAMIONETA,Chevrolet,Silverado,2017,28754,744
AUTOMOVIL,Nissan,Versa,2007,13741,4
AUTOMOVIL,Chevrolet,Cruze,2018,17343,5
CAMIONETA,Toyota,Tacoma,2008,26330,885
AUTOMOVIL,Honda,Civic,2019,17932,4
AUTOMOVIL,Kia,Cerato,2009,14919,5
CAMIONETA,Chevrolet,Silverado,2020,30521,1026
AUTOMOVIL,Nissan,Versa,2010,15508,4
AUTOMOVIL,Chevrolet,Cruze,2021,19110,5
CAMIONETA,Toyota,Tacoma,2011,28097,1167
AUTOMOVIL,Honda,Civic,2022,19699,4
AUTOMOVIL,Kia,Cerato,2012,16686,5
CAMIONETA,Chevrolet,Silverado,2023,32288,1308
AUTOMOVIL,Nissan,Versa,2013,17275,4
AUTOMOVIL,Chevrolet,Cruze,2024,20877,5
CAMIONETA,Toyota,Tacoma,2014,29864,1449
AUTOMOVIL,Honda,Civic,2025,21466,4
AUTOMOVIL,Kia,Cerato,2015,18453,5
CAMIONETA,Chevrolet,Silverado,2005,27440,1590
AUTOMOVIL,Nissan,Versa,2016,19042,4
AUTOMOVIL,Chevrolet,Cruze,2006,16029,5
CAMIONETA,Toyota,Tacoma,2017,31631,1731
AUTOMOVIL,Honda,Civic,2007,16618,4
AUTOMOVIL,Kia,Cerato,2018,20220,5
CAMIONETA,Chevrolet,Silverado,2008,29207,722
AUTOMOVIL,Nissan,Versa,2019,20809,4
AUTOMOVIL,Chevrolet,Cruze,2009,17796,5
CAMIONETA,Toyota,Tacoma,2020,33398,863
AUTOMOVIL,Honda,Civic,2010,18385,4
AUTOMOVIL,Kia,Cerato,2021,21987,5
CAMIONETA,Chevrolet,Silverado,2011,30974,1004
AUTOMOVIL,Nissan,Versa,2022,22576,4
AUTOMOVIL,Chevrolet,Cruze,2012,19563,5
CAMIONETA,Toyota,Tacoma,2023,35165,1145
AUTOMOVIL,Honda,Civic,2013,20152,4
AUTOMOVIL,Kia,Cerato,2024,23754,5
CAMIONETA,Chevrolet,Silverado,2014,32741,1286
AUTOMOVIL,Nissan,Versa,2025,24343,4
AUTOMOVIL,Chevrolet,Cruze,2015,21330,5
CAMIONETA,Toyota,Tacoma,2005,30317,1427
AUTOMOVIL,Honda,Civic,2016,21919,4
AUTOMOVIL,Kia,Cerato,2006,18906,5
CAMIONETA,Chevrolet,Silverado,2017,34508,1568
AUTOMOVIL,Nissan,Versa,2007,19495,4
AUTOMOVIL,Chevrolet,Cruze,2018,23097,5
CAMIONETA,Toyota,Tacoma,2008,32084,1709
AUTOMOVIL,Honda,Civic,2019,23686,4
AUTOMOVIL,Kia,Cerato,2009,20673,5
CAMIONETA,Chevrolet,Silverado,2020,36275,700
AUTOMOVIL,Nissan,Versa,2010,21262,4
AUTOMOVIL,Chevrolet,Cruze,2021,24864,5
CAMIONETA,Toyota,Tacoma,2011,33851,841
AUTOMOVIL,Honda,Civic,2022,25453,4
AUTOMOVIL,Kia,Cerato,2012,22440,5
CAMIONETA,Chevrolet,Silverado,2023,38042,982
AUTOMOVIL,Nissan,Versa,2013,23029,4
AUTOMOVIL,Chevrolet,Cruze,2024,26631,5
CAMIONETA,Toyota,Tacoma,2014,35618,1123
AUTOMOVIL,Honda,Civic,2025,27220,4
AUTOMOVIL,Kia,Cerato,2015,24207,5
CAMIONETA,Chevrolet,Silverado,2005,33194,1264
AUTOMOVIL,Nissan,Versa,2016,24796,4
AUTOMOVIL,Chevrolet,Cruze,2006,21783,5
CAMIONETA,Toyota,Tacoma,2017,37385,1405
AUTOMOVIL,Honda,Civic,2007,22372,4
AUTOMOVIL,Kia,Cerato,2018,25974,5
CAMIONETA,Chevrolet,Silverado,2008,34961,1546
AUTOMOVIL,Nissan,Versa,2019,26563,4
AUTOMOVIL,Chevrolet,Cruze,2009,23550,5
CAMIONETA,Toyota,Tacoma,2020,39152,1687
AUTOMOVIL,Honda,Civic,2010,24139,4
AUTOMOVIL,Kia,Cerato,2021,27741,5
CAMIONETA,Chevrolet,Silverado,2011,36728,678
AUTOMOVIL,Nissan,Versa,2022,28330,4
AUTOMOVIL,Chevrolet,Cruze,2012,25317,5
CAMIONETA,Toyota,Tacoma,2023,40919,819
AUTOMOVIL,Honda,Civic,2013,25906,4
AUTOMOVIL,Kia,Cerato,2024,29508,5
CAMIONETA,Chevrolet,Silverado,2014,38495,960
AUTOMOVIL,Nissan,Versa,2025,30097,4
AUTOMOVIL,Chevrolet,Cruze,2015,27084,5
CAMIONETA,Toyota,Tacoma,2005,36071,1101
AUTOMOVIL,Honda,Civic,2016,27673,4
AUTOMOVIL,Kia,Cerato,2006,24660,5
CAMIONETA,Chevrolet,Silverado,2017,40262,1242
AUTOMOVIL,Nissan,Versa,2007,25249,4
AUTOMOVIL,Chevrolet,Cruze,2018,28851,5
CAMIONETA,Toyota,Tacoma,2008,37838,1383
AUTOMOVIL,Honda,Civic,2019,29440,4
AUTOMOVIL,Kia,Cerato,2009,26427,5
CAMIONETA,Chevrolet,Silverado,2020,42029,1524
AUTOMOVIL,Nissan,Versa,2010,27016,4
AUTOMOVIL,Chevrolet,Cruze,2021,30618,5
CAMIONETA,Toyota,Tacoma,2011,39605,1665
AUTOMOVIL,Honda,Civic,2022,31207,4
AUTOMOVIL,Kia,Cerato,2012,28194,5
CAMIONETA,Chevrolet,Silverado,2023,43796,656
AUTOMOVIL,Nissan,Versa,2013,28783,4
AUTOMOVIL,Chevrolet,Cruze,2024,32385,5
CAMIONETA,Toyota,Tacoma,2014,41372,797
AUTOMOVIL,Honda,Civic,2025,32974,4
AUTOMOVIL,Kia,Cerato,2015,29961,5
CAMIONETA,Chevrolet,Silverado,2005,38948,938
AUTOMOVIL,Nissan,Versa,2016,30550,4
AUTOMOVIL,Chevrolet,Cruze,2006,27537,5
CAMIONETA,Toyota,Tacoma,2017,43139,1079
AUTOMOVIL,Honda,Civic,2007,28126,4
AUTOMOVIL,Kia,Cerato,2018,31728,5
CAMIONETA,Chevrolet,Silverado,2008,40715,1220
AUTOMOVIL,Nissan,Versa,2019,32317,4
AUTOMOVIL,Chevrolet,Cruze,2009,29304,5
CAMIONETA,Toyota,Tacoma,2020,44906,1361
AUTOMOVIL,Honda,Civic,2010,29893,4
AUTOMOVIL,Kia,Cerato,2021,33495,5
CAMIONETA,Chevrolet,Silverado,2011,42482,1502
AUTOMOVIL,Nissan,Versa,2022,34084,4
AUTOMOVIL,Chevrolet,Cruze,2012,31071,5
CAMIONETA,Toyota,Tacoma,2023,46673,1643
AUTOMOVIL,Honda,Civic,2013,31660,4
AUTOMOVIL,Kia,Cerato,2024,35262,5
CAMIONETA,Chevrolet,Silverado,2014,44249,1784
AUTOMOVIL,Nissan,Versa,2025,35851,4
AUTOMOVIL,Chevrolet,Cruze,2015,32838,5
CAMIONETA,Toyota,Tacoma,2005,41825,775
AUTOMOVIL,Honda,Civic,2016,33427,4
AUTOMOVIL,Kia,Cerato,2006,30414,5
CAMIONETA,Chevrolet,Silverado,2017,46016,916
AUTOMOVIL,Nissan,Versa,2007,31003,4
AUTOMOVIL,Chevrolet,Cruze,2018,34605,5
CAMIONETA,Toyota,Tacoma,2008,43592,1057
AUTOMOVIL,Honda,Civic,2019,35194,4
AUTOMOVIL,Kia,Cerato,2009,32181,5
CAMIONETA,Chevrolet,Silverado,2020,47783,1198
AUTOMOVIL,Nissan,Versa,2010,32770,4
AUTOMOVIL,Chevrolet,Cruze,2021,36372,5
CAMIONETA,Toyota,Tacoma,2011,45359,1339
AUTOMOVIL,Honda,Civic,2022,36961,4
AUTOMOVIL,Kia,Cerato,2012,33948,5
CAMIONETA,Chevrolet,Silverado,2023,49550,1480
AUTOMOVIL,Nissan,Versa,2013,34537,4
AUTOMOVIL,Chevrolet,Cruze,2024,38139,5
CAMIONETA,Toyota,Tacoma,2014,47126,1621
AUTOMOVIL,Honda,Civic,2025,38728,4
AUTOMOVIL,Kia,Cerato,2015,35715,5
CAMIONETA,Chevrolet,Silverado,2005,44702,1762
AUTOMOVIL,Nissan,Versa,2016,36304,4
AUTOMOVIL,Chevrolet,Cruze,2006,33291,5
CAMIONETA,Toyota,Tacoma,2017,48893,753
AUTOMOVIL,Honda,Civic,2007,33880,4
AUTOMOVIL,Kia,Cerato,2018,37482,5
CAMIONETA,Chevrolet,Silverado,2008,46469,894
AUTOMOVIL,Nissan,Versa,2019,38071,4
AUTOMOVIL,Chevrolet,Cruze,2009,35058,5
CAMIONETA,Toyota,Tacoma,2020,50660,1035
AUTOMOVIL,Honda,Civic,2010,35647,4
AUTOMOVIL,Kia,Cerato,2021,39249,5
CAMIONETA,Chevrolet,Silverado,2011,48236,1176
AUTOMOVIL,Nissan,Versa,2022,39838,4
AUTOMOVIL,Chevrolet,Cruze,2012,36825,5
CAMIONETA,Toyota,Tacoma,2023,52427,1317
AUTOMOVIL,Honda,Civic,2013,37414,4
AUTOMOVIL,Kia,Cerato,2024,41016,5
CAMIONETA,Chevrolet,Silverado,2014,50003,1458
AUTOMOVIL,Nissan,Versa,2025,41605,4
AUTOMOVIL,Chevrolet,Cruze,2015,38592,5
CAMIONETA,Toyota,Tacoma,2005,47579,1599
AUTOMOVIL,Honda,Civic,2016,39181,4
AUTOMOVIL,Kia,Cerato,2006,36168,5
CAMIONETA,Chevrolet,Silverado,2017,51770,1740
AUTOMOVIL,Nissan,Versa,2007,36757,4
AUTOMOVIL,Chevrolet,Cruze,2018,40359,5
CAMIONETA,Toyota,Tacoma,2008,49346,731
AUTOMOVIL,Honda,Civic,2019,40948,4
AUTOMOVIL,Kia,Cerato,2009,37935,5
CAMIONETA,Chevrolet,Silverado,2020,53537,872
AUTOMOVIL,Nissan,Versa,2010,38524,4
AUTOMOVIL,Chevrolet,Cruze,2021,42126,5
CAMIONETA,Toyota,Tacoma,2011,51113,1013
AUTOMOVIL,Honda,Civic,2022,42715,4
AUTOMOVIL,Kia,Cerato,2012,39702,5
CAMIONETA,Chevrolet,Silverado,2023,55304,1154
AUTOMOVIL,Nissan,Versa,2013,40291,4
AUTOMOVIL,Chevrolet,Cruze,2024,43893,5
CAMIONETA,Toyota,Tacoma,2014,52880,1295
AUTOMOVIL,Honda,Civic,2025,44482,4
AUTOMOVIL,Kia,Cerato,2015,41469,5
CAMIONETA,Chevrolet,Silverado,2005,50456,1436
AUTOMOVIL,Nissan,Versa,2016,42058,4
AUTOMOVIL,Chevrolet,Cruze,2006,39045,5
CAMIONETA,Toyota,Tacoma,2017,54647,1577
AUTOMOVIL,Honda,Civic,2007,39634,4
AUTOMOVIL,Kia,Cerato,2018,43236,5
CAMIONETA,Chevrolet,Silverado,2008,52223,1718
AUTOMOVIL,Nissan,Versa,2019,43825,4
AUTOMOVIL,Chevrolet,Cruze,2009,40812,5
CAMIONETA,Toyota,Tacoma,2020,56414,709
AUTOMOVIL,Honda,Civic,2010,41401,4
AUTOMOVIL,Kia,Cerato,2021,45003,5
CAMIONETA,Chevrolet,Silverado,2011,53990,850
AUTOMOVIL,Nissan,Versa,2022,45592,4
AUTOMOVIL,Chevrolet,Cruze,2012,42579,5
CAMIONETA,Toyota,Tacoma,2023,58181,991
AUTOMOVIL,Honda,Civic,2013,43168,4
AUTOMOVIL,Kia,Cerato,2024,46770,5
CAMIONETA,Chevrolet,Silverado,2014,55757,1132
AUTOMOVIL,Nissan,Versa,2025,47359,4
AUTOMOVIL,Chevrolet,Cruze,2015,44346,5
CAMIONETA,Toyota,Tacoma,2005,53333,1273
AUTOMOVIL,Honda,Civic,2016,44935,4
AUTOMOVIL,Kia,Cerato,2006,41922,5
CAMIONETA,Chevrolet,Silverado,2017,57524,1414
AUTOMOVIL,Nissan,Versa,2007,42511,4
AUTOMOVIL,Chevrolet,Cruze,2018,46113,5
CAMIONETA,Toyota,Tacoma,2008,55100,1555
AUTOMOVIL,Honda,Civic,2019,46702,4
AUTOMOVIL,Kia,Cerato,2009,43689,5
CAMIONETA,Chevrolet,Silverado,2020,59291,1696
AUTOMOVIL,Nissan,Versa,2010,44278,4
AUTOMOVIL,Chevrolet,Cruze,2021,47880,5
CAMIONETA,Toyota,Tacoma,2011,56867,687
AUTOMOVIL,Honda,Civic,2022,48469,4
AUTOMOVIL,Kia,Cerato,2012,45456,5
CAMIONETA,Chevrolet,Silverado,2023,61058,828
AUTOMOVIL,Nissan,Versa,2013,46045,4
AUTOMOVIL,Chevrolet,Cruze,2024,49647,5
CAMIONETA,Toyota,Tacoma,2014,58634,969
AUTOMOVIL,Honda,Civic,2025,50236,4
AUTOMOVIL,Kia,Cerato,2015,47223,5
CAMIONETA,Chevrolet,Silverado,2005,56210,1110
AUTOMOVIL,Nissan,Versa,2016,47812,4
AUTOMOVIL,Chevrolet,Cruze,2006,44799,5
CAMIONETA,Toyota,Tacoma,2017,60401,1251
AUTOMOVIL,Honda,Civic,2007,45388,4
AUTOMOVIL,Kia,Cerato,2018,48990,5
CAMIONETA,Chevrolet,Silverado,2008,57977,1392
AUTOMOVIL,Nissan,Versa,2019,49579,4
AUTOMOVIL,Chevrolet,Cruze,2009,46566,5
CAMIONETA,Toyota,Tacoma,2020,62168,1533
AUTOMOVIL,Honda,Civic,2010,47155,4
AUTOMOVIL,Kia,Cerato,2021,50757,5
CAMIONETA,Chevrolet,Silverado,2011,59744,1674
AUTOMOVIL,Nissan,Versa,2022,51346,4
AUTOMOVIL,Chevrolet,Cruze,2012,48333,5
CAMIONETA,Toyota,Tacoma,2023,63935,665
AUTOMOVIL,Honda,Civic,2013,48922,4
AUTOMOVIL,Kia,Cerato,2024,52524,5
CAMIONETA,Chevrolet,Silverado,2014,61511,806
AUTOMOVIL,Nissan,Versa,2025,53113,4
AUTOMOVIL,Chevrolet,Cruze,2015,50100,5
CAMIONETA,Toyota,Tacoma,2005,59087,947
AUTOMOVIL,Honda,Civic,2016,50689,4
AUTOMOVIL,Kia,Cerato,2006,47676,5
CAMIONETA,Chevrolet,Silverado,2017,63278,1088
AUTOMOVIL,Nissan,Versa,2007,48265,4
AUTOMOVIL,Chevrolet,Cruze,2018,51867,5
CAMIONETA,Toyota,Tacoma,2008,60854,1229
AUTOMOVIL,Honda,Civic,2019,52456,4
AUTOMOVIL,Kia,Cerato,2009,49443,5
CAMIONETA,Chevrolet,Silverado,2020,65045,1370
AUTOMOVIL,Nissan,Versa,2010,50032,4
AUTOMOVIL,Chevrolet,Cruze,2021,53634,5
CAMIONETA,Toyota,Tacoma,2011,62621,1511
AUTOMOVIL,Honda,Civic,2022,54223,4
AUTOMOVIL,Kia,Cerato,2012,51210,5
CAMIONETA,Chevrolet,Silverado,2023,66812,1652
AUTOMOVIL,Nissan,Versa,2013,51799,4
AUTOMOVIL,Chevrolet,Cruze,2024,55401,5
CAMIONETA,Toyota,Tacoma,2014,64388,1793
AUTOMOVIL,Honda,Civic,2025,55990,4
AUTOMOVIL,Kia,Cerato,2015,52977,5
CAMIONETA,Chevrolet,Silverado,2005,61964,784
AUTOMOVIL,Nissan,Versa,2016,53566,4
AUTOMOVIL,Chevrolet,Cruze,2006,50553,5
CAMIONETA,Toyota,Tacoma,2017,66155,925
AUTOMOVIL,Honda,Civic,2007,51142,4
AUTOMOVIL,Kia,Cerato,2018,54744,5
CAMIONETA,Chevrolet,Silverado,2008,63731,1066
AUTOMOVIL,Nissan,Versa,2019,55333,4
AUTOMOVIL,Chevrolet,Cruze,2009,52320,5
CAMIONETA,Toyota,Tacoma,2020,67922,1207
AUTOMOVIL,Honda,Civic,2010,52909,4
AUTOMOVIL,Kia,Cerato,2021,56511,5
CAMIONETA,Chevrolet,Silverado,2011,65498,1348
AUTOMOVIL,Nissan,Versa,2022,57100,4
AUTOMOVIL,Chevrolet,Cruze,2012,54087,5
CAMIONETA,Toyota,Tacoma,2023,69689,1489
AUTOMOVIL,Honda,Civic,2013,54676,4
AUTOMOVIL,Kia,Cerato,2024,58278,5
CAMIONETA,Chevrolet,Silverado,2014,67265,1630
AUTOMOVIL,Nissan,Versa,2025,58867,4
AUTOMOVIL,Chevrolet,Cruze,2015,55854,5
CAMIONETA,Toyota,Tacoma,2005,64841,1771
AUTOMOVIL,Honda,Civic,2016,56443,4
AUTOMOVIL,Kia,Cerato,2006,53430,5
CAMIONETA,Chevrolet,Silverado,2017,69032,762
AUTOMOVIL,Nissan,Versa,2007,54019,4
AUTOMOVIL,Chevrolet,Cruze,2018,57621,5
CAMIONETA,Toyota,Tacoma,2008,66608,903
AUTOMOVIL,Honda,Civic,2019,58210,4
AUTOMOVIL,Kia,Cerato,2009,55197,5
CAMIONETA,Chevrolet,Silverado,2020,70799,1044
AUTOMOVIL,Nissan,Versa,2010,55786,4
AUTOMOVIL,Chevrolet,Cruze,2021,59388,5
CAMIONETA,Toyota,Tacoma,2011,68375,1185
AUTOMOVIL,Honda,Civic,2022,17977,4
AUTOMOVIL,Kia,Cerato,2012,14964,5
CAMIONETA,Chevrolet,Silverado,2023,30566,1326
AUTOMOVIL,Nissan,Versa,2013,15553,4
AUTOMOVIL,Chevrolet,Cruze,2024,19155,5
CAMIONETA,Toyota,Tacoma,2014,28142,1467
AUTOMOVIL,Honda,Civic,2025,19744,4
AUTOMOVIL,Kia,Cerato,2015,16731,5
CAMIONETA,Chevrolet,Silverado,2005,25718,1608
AUTOMOVIL,Nissan,Versa,2016,17320,4
AUTOMOVIL,Chevrolet,Cruze,2006,14307,5
CAMIONETA,Toyota,Tacoma,2017,29909,1749
AUTOMOVIL,Honda,Civic,2007,14896,4
AUTOMOVIL,Kia,Cerato,2018,18498,5
CAMIONETA,Chevrolet,Silverado,2008,27485,740
AUTOMOVIL,Nissan,Versa,2019,19087,4
AUTOMOVIL,Chevrolet,Cruze,2009,16074,5
CAMIONETA,Toyota,Tacoma,2020,31676,881
AUTOMOVIL,Honda,Civic,2010,16663,4
AUTOMOVIL,Kia,Cerato,2021,20265,5
CAMIONETA,Chevrolet,Silverado,2011,29252,1022
AUTOMOVIL,Nissan,Versa,2022,20854,4
AUTOMOVIL,Chevrolet,Cruze,2012,17841,5
CAMIONETA,Toyota,Tacoma,2023,33443,1163
AUTOMOVIL,Honda,Civic,2013,18430,4
AUTOMOVIL,Kia,Cerato,2024,22032,5
CAMIONETA,Chevrolet,Silverado,2014,31019,1304
AUTOMOVIL,Nissan,Versa,2025,22621,4
AUTOMOVIL,Chevrolet,Cruze,2015,19608,5
CAMIONETA,Toyota,Tacoma,2005,28595,1445
AUTOMOVIL,Honda,Civic,2016,20197,4
AUTOMOVIL,Kia,Cerato,2006,17184,5
CAMIONETA,Chevrolet,Silverado,2017,32786,1586
AUTOMOVIL,Nissan,Versa,2007,17773,4
AUTOMOVIL,Chevrolet,Cruze,2018,21375,5
CAMIONETA,Toyota,Tacoma,2008,30362,1727
AUTOMOVIL,Honda,Civic,2019,21964,4
AUTOMOVIL,Kia,Cerato,2009,18951,5
CAMIONETA,Chevrolet,Silverado,2020,34553,718
AUTOMOVIL,Nissan,Versa,2010,19540,4
AUTOMOVIL,Chevrolet,Cruze,2021,23142,5
CAMIONETA,Toyota,Tacoma,2011,32129,859
AUTOMOVIL,Honda,Civic,2022,23731,4
AUTOMOVIL,Kia,Cerato,2012,20718,5
CAMIONETA,Chevrolet,Silverado,2023,36320,1000
AUTOMOVIL,Nissan,Versa,2013,21307,4
AUTOMOVIL,Chevrolet,Cruze,2024,24909,5
CAMIONETA,Toyota,Tacoma,2014,33896,1141
AUTOMOVIL,Honda,Civic,2025,25498,4
AUTOMOVIL,Kia,Cerato,2015,22485,5
CAMIONETA,Chevrolet,Silverado,2005,31472,1282
AUTOMOVIL,Nissan,Versa,2016,23074,4
AUTOMOVIL,Chevrolet,Cruze,2006,20061,5
CAMIONETA,Toyota,Tacoma,2017,35663,1423
AUTOMOVIL,Honda,Civic,2007,20650,4
AUTOMOVIL,Kia,Cerato,2018,24252,5
CAMIONETA,Chevrolet,Silverado,2008,33239,1564
AUTOMOVIL,Nissan,Versa,2019,24841,4
AUTOMOVIL,Chevrolet,Cruze,2009,21828,5
CAMIONETA,Toyota,Tacoma,2020,37430,1705
AUTOMOVIL,Honda,Civic,2010,22417,4
AUTOMOVIL,Kia,Cerato,2021,26019,5
CAMIONETA,Chevrolet,Silverado,2011,35006,696
AUTOMOVIL,Nissan,Versa,2022,26608,4
AUTOMOVIL,Chevrolet,Cruze,2012,23595,5
CAMIONETA,Toyota,Tacoma,2023,39197,837
AUTOMOVIL,Honda,Civic,2013,24184,4
AUTOMOVIL,Kia,Cerato,2024,27786,5
CAMIONETA,Chevrolet,Silverado,2014,36773,978
AUTOMOVIL,Nissan,Versa,2025,28375,4
AUTOMOVIL,Chevrolet,Cruze,2015,25362,5
CAMIONETA,Toyota,Tacoma,2005,34349,1119
AUTOMOVIL,Honda,Civic,2016,25951,4
AUTOMOVIL,Kia,Cerato,2006,22938,5
CAMIONETA,Chevrolet,Silverado,2017,38540,1260
AUTOMOVIL,Nissan,Versa,2007,23527,4
AUTOMOVIL,Chevrolet,Cruze,2018,27129,5
CAMIONETA,Toyota,Tacoma,2008,36116,1401
AUTOMOVIL,Honda,Civic,2019,27718,4
